system:index,city_st,ndvi_median13,.geo
00009c76eeb5bde109bf,St. Paul_MN,0.5410455702854481,
0000c5ef5a8e051aea5c,Minneapolis_MN,0.49023162316002084,
0000822fa0a4f7bad082,Fargo_ND,0.5566648689328454,
00003333ad3ea2925ccf,Billings_MT,0.42777274188088604,
0000fec0478e736448c4,Everett_WA,0.5526473314241195,
000094ee982e31bb0d69,Seattle_WA,0.4707242874237748,
0000c151ae652cd88b0f,Renton_WA,0.5371971416055117,
0000ad277cf162dbb590,Tacoma_WA,0.4980379430128954,
00000309fe1122536539,Kent_WA,0.5604333914793078,
00004afb172d0b5b9a16,Bellevue_WA,0.5917960194684961,
00005121e6de7a0e7014,Hillsboro_OR,0.5293040326652473,
0000b703480b48d46412,Portland_OR,0.5175577111274436,
0000303160854587bdbc,Salem_OR,0.5449336138492005,
00006006fc1559b38e97,Gresham_OR,0.5409618037841715,
00008cbfe4dd48333c29,Vancouver_WA,0.5136592598591853,
0000bef7342779525ee3,Spokane_WA,0.45894905952511444,
00000bc49cd1d4a7174a,Boise City_ID,0.3769260456816636,
0000257ef9dc449e8c67,Eugene_OR,0.560530076899093,
0000d83e938c84092af3,Santa Rosa_CA,0.4863838420656643,
0000466a11e7e5151c9a,Vallejo_CA,0.41219907541535583,
0000280f3f73e9e5523e,Fairfield_CA,0.486323861962715,
00004ec377a6e026c314,Antioch_CA,0.38089417013927396,
0000aa3f866e509ff5d9,Concord_CA,0.4433727876500686,
00004d06f4e468d2e31f,Richmond_CA,0.394345772224011,
000015e3311acf0cb74d,Berkeley_CA,0.37311000312321024,
0000d5b94065c4f57d9c,Oakland_CA,0.32621969170690635,
000032154294393b2db9,San Francisco_CA,0.21480132385448403,
00007080972a02224cea,Salinas_CA,0.3300507608593551,
0000fe61541e2c38d12d,San Jose_CA,0.3554450407187283,
0000a8e7d049a638234b,Daly City_CA,0.2831895908726745,
0000570c6fa31b6f510b,Hayward_CA,0.29286244050454874,
00000296c11456335f89,Fremont_CA,0.3554602423631518,
000007cebb683b6682e5,San Mateo_CA,0.33404223466509636,
0000ec242c5711a6dcfb,Sunnyvale_CA,0.3144898976151264,
0000d51ff65667e9c6b1,Santa Clara_CA,0.30281325813806653,
000054da56925b0c2e96,Stockton_CA,0.3612960423557299,
0000849855395a64ffb9,Modesto_CA,0.3847621759198643,
00008c701c76dacf4437,Clovis_CA,0.33397748070788846,
0000a5fee7f79671d921,Fresno_CA,0.3339851838818158,
000059929dc460703e97,Visalia_CA,0.3457030850558294,
000070098cc66d4ae4b8,Reno_NV,0.2402007236680362,
0000acc666afed7b4c08,Elk Grove_CA,0.4707442790708746,
000082c3ff700d51cd38,Sacramento_CA,0.4101382256568152,
000027825572dfab126b,Roseville_CA,0.4433519696760002,
00007eb68aa554fde632,Lancaster_CA,0.15039069515351192,
00003f7e73e9353e8dae,Palmdale_CA,0.1503774466302372,
000051a893c5479e326b,Santa Clarita_CA,0.29102281759344045,
000027a29ef9c9ba074b,Simi Valley_CA,0.34180399024300523,
0000468b8c5887e52666,Los Angeles_CA,0.30660565525225936,
0000d19498439bd93508,Burbank_CA,0.3223066819195529,
00003a68afed6df67f81,Torrance_CA,0.24803407903273042,
0000541e4b52409a9aeb,Inglewood_CA,0.24021813088351432,
00008fefd2720fa0f239,Glendale_CA,0.37699667588188646,
000025a3c15fa46a30e3,Pasadena_CA,0.39654173809136156,
0000a216604dd5922c23,Long Beach_CA,0.2441055378495884,
00004de3d6a9c527a7c8,Downey_CA,0.2792448284750258,
0000e6316af2b6e17375,El Monte_CA,0.2323887391328824,
000078147e369735fe47,Norwalk_CA,0.2480512560029091,
00007b2e5c08cbe20fe6,West Covina_CA,0.3339458795263104,
0000838e429f5e231c4f,Pomona_CA,0.29091706252670246,
0000463fa0d82ffb6432,Ontario_CA,0.25975110482399666,
00003d82bcc4349018df,Rancho Cucamonga_CA,0.29490874837954856,
0000f549f13cd7ab1040,Jurupa Valley_CA,0.25588246857906227,
00006a3560cab1fda220,Fontana_CA,0.24413322390715497,
000073de5dd98ee9dfb1,Rialto_CA,0.2480091749325838,
0000c2b8093dac933513,San Bernardino_CA,0.2793268748592678,
000044553ae7a5762c10,Victorville_CA,0.13085712676827427,
0000764e4e883b88a862,Las Vegas_NV,0.1542845828594527,
0000ab95bb21568e03ea,North Las Vegas_NV,0.11917386756289144,
0000dbf27e6cdc10a9ad,Henderson_NV,0.14647198853332874,
000095df0d2f5e2c76a0,Chula Vista_CA,0.3105739386687483,
0000a9cfe3df34d1710c,San Diego_CA,0.3222715402007025,
0000a1de7f26b6495585,El Cajon_CA,0.2480010228165521,
00003f51d6ef8de12b08,Moreno Valley_CA,0.31444486513457187,
0000ba6d15f70bb74b39,Murrieta_CA,0.306631967754266,
0000b971640b165cfafa,Temecula_CA,0.35743930639296834,
000071acc83560f07d29,Escondido_CA,0.36519152284119727,
00001d4c7b563479e6e2,Carlsbad_CA,0.3574138298918107,
0000275d49075d0633f7,Oceanside_CA,0.3418468609833592,
000077a818424daf499e,Vista_CA,0.33011330289008556,
0000d1a506214573f211,Riverside_CA,0.2988146726633902,
00004bd8697724664436,Corona_CA,0.2871268159003674,
00007d8a9647a6349884,Irvine_CA,0.3183530795283042,
0000c8e77cef44c8a258,Orange_CA,0.29102177666089857,
000058a90ac3c22353d6,Anaheim_CA,0.2792867349467539,
00007c437e2e717f7651,Fullerton_CA,0.3261921841890544,
00004ee3c749a5b6f91b,Garden Grove_CA,0.2675854272467921,
000058d3cd9e685cde0b,Santa Ana_CA,0.259717589506117,
000069de8b15716e7620,Costa Mesa_CA,0.2793036110853026,
000009b574f6c1f16bee,Huntington Beach_CA,0.2519219049821094,
0000c44b6aec3f5a06fc,Thousand Oaks_CA,0.3613030431372385,
0000fa5310f75b79fcd7,Oxnard_CA,0.2636227101910931,
0000acb90a6bc5020156,Ventura_CA,0.3066457548966912,
0000e06b87a0ff8bfe31,Bakersfield_CA,0.3027401672867164,
0000d23cbaf6f309883b,Santa Maria_CA,0.31441652778112056,
0000a278584032630ebd,New Orleans_LA,0.4902392444896304,
00002b37521a67be7f9d,Lafayette_LA,0.5800601837849726,
00004c917b37925b019c,Baton Rouge_LA,0.5957158032551655,
0000c7708135e6956e92,Jackson_MS,0.6894593092731015,
0000edc7a6e947570236,Shreveport_LA,0.6035507366657366,
00009d99c9b5d1bb0430,Beaumont_TX,0.6425529101866498,
000047372405117ecbb2,Houston_TX,0.5332212179373351,
0000c71246a2807d6c45,Pasadena_TX,0.5527607022565119,
000065234df22c5084b2,League City_TX,0.6152142534816893,
00000166165a0db0874e,Pearland_TX,0.5917791727619114,
000036d22fb0a18b7d2e,Austin_TX,0.5449247379217501,
0000b675bcec2f4fd77d,Round Rock_TX,0.49029303135154473,
00005164e19748c33161,Killeen_TX,0.45115754447206147,
0000ea2ea75be93640f6,College Station_TX,0.5683679443015303,
0000675dd89413051ef1,Tyler_TX,0.6073634535815368,
0000eb7e42f446b07c9f,Dallas_TX,0.501929018797102,
0000c83731bbd25597b1,Garland_TX,0.47853182148154555,
0000179e277b4c769d9b,McKinney_TX,0.5449209412483139,
00005b01c7202f0a8e3f,Frisco_TX,0.5214797162314783,
000050dab1ef59ceb055,Plano_TX,0.41598788170967954,
000078c1600351aa306f,Richardson_TX,0.4471902678366767,
0000fd4b3407389a2b84,Carrollton_TX,0.400493909179288,
00008df6187c8b9e3d0d,Lewisville_TX,0.40814920902987845,
0000d36f57334e11dec2,Irving_TX,0.44332321851551415,
000042f88813c9e2b9d1,Denton_TX,0.5839828347539399,
00006bf2accefba98840,Fort Worth_TX,0.4824360169574828,
000086d620ae5a29aa77,Arlington_TX,0.4668146916242799,
00007531cf1cf0a6d7c4,Grand Prairie_TX,0.4823557464396579,
0000adaff1796c827af6,Mesquite_TX,0.5293182779599012,
00007e0a22a2cab3b49c,Waco_TX,0.5488436040744091,
0000896adeb22e7e2d25,Wichita Falls_TX,0.43942129535491253,
0000e7f63b6e734cb448,Abilene_TX,0.44335567640302354,
0000e668053634a0ee34,San Angelo_TX,0.4257892534830456,
0000a93f13d5aa78b42b,San Antonio_TX,0.5175848961415022,
00003cc59d1577fa3ee5,Laredo_TX,0.3613337841940157,
00008f8c8a4a380fc967,McAllen_TX,0.4238100396483845,
0000b99ceaae57d53e55,Corpus Christi_TX,0.43554764028322895,
000083f63df468084c71,Brownsville_TX,0.5253665936950012,
000072b0ab0c082f1749,Tucson_AZ,0.17771111844132892,
0000755d745b22941807,El Paso_TX,0.22853460840169912,
000018723ec5938cb591,Las Cruces_NM,0.23239963995687354,
000017d855f26be67b03,Midland_TX,0.24802350360808972,
0000cd22c69d77930705,Odessa_TX,0.2363041832450434,
00005c8d4bd8dedb6938,Lubbock_TX,0.37696528032239046,
000024404842b5aad06c,Amarillo_TX,0.3691260525580136,
000021c93b0c94bd2b01,Pueblo_CO,0.2519582167041901,
